0.000000 0.000000 18.083140 0.000137 1.674242 
0.000000 1.000000 18.125593 0.000192 1.665151 
0.000000 2.000000 17.845864 0.000207 1.685778 
0.000000 3.000000 17.405097 0.000208 1.726748 
0.000000 4.000000 17.415016 0.000204 1.737213 
0.000000 5.000000 17.937893 0.000194 1.703980 
0.000000 6.000000 18.111439 0.000194 1.691791 
0.000000 7.000000 17.667888 0.000209 1.720756 
0.000000 8.000000 17.896054 0.000203 1.688570 
0.000000 9.000000 18.188260 0.000190 1.643536 
0.000000 10.000000 18.351195 0.000181 1.613067 
0.000000 11.000000 18.234748 0.000186 1.623697 
0.000000 12.000000 18.010108 0.000203 1.661699 
0.000000 13.000000 17.944837 0.000219 1.683179 
0.000000 14.000000 18.037319 0.000229 1.672363 
0.000000 15.000000 18.078039 0.000242 1.663071 
0.000000 16.000000 17.974493 0.000262 1.679211 
0.000000 17.000000 17.869815 0.000277 1.702054 
0.000000 18.000000 17.873524 0.000274 1.702516 
0.000000 19.000000 18.001487 0.000253 1.671640 
0.000000 20.000000 18.096806 0.000229 1.641570 
0.000000 21.000000 18.075928 0.000214 1.641635 
0.000000 22.000000 17.964210 0.000210 1.664736 
0.000000 23.000000 17.947577 0.000206 1.672980 
0.000000 24.000000 18.019697 0.000201 1.661350 
0.000000 25.000000 18.028871 0.000197 1.652172 
0.000000 26.000000 17.972044 0.000197 1.650109 
0.000000 27.000000 17.825264 0.000205 1.656347 
0.000000 28.000000 17.637210 0.000224 1.674826 
0.000000 29.000000 17.526876 0.000246 1.695342 
0.000000 30.000000 17.491792 0.000262 1.708842 
0.000000 31.000000 17.485823 0.000269 1.709982 
0.000000 32.000000 17.463241 0.000268 1.704792 
0.000000 33.000000 17.478214 0.000263 1.692658 
0.000000 34.000000 17.581145 0.000258 1.672188 
0.000000 35.000000 17.693683 0.000255 1.656773 
0.000000 36.000000 17.676805 0.000257 1.660973 
0.000000 37.000000 17.573518 0.000261 1.678541 
0.000000 38.000000 17.461708 0.000267 1.702224 
0.000000 39.000000 17.414610 0.000272 1.717978 
0.000000 40.000000 17.469390 0.000271 1.713146 
0.000000 41.000000 17.599258 0.000261 1.689287 
0.000000 42.000000 17.796476 0.000243 1.654866 
0.000000 43.000000 17.953103 0.000226 1.627697 
0.000000 44.000000 17.961801 0.000218 1.624127 
0.000000 45.000000 17.847909 0.000222 1.642327 
0.000000 46.000000 17.760934 0.000233 1.663500 
0.000000 47.000000 17.795141 0.000240 1.666512 
0.000000 48.000000 17.867673 0.000240 1.656203 
0.000000 49.000000 17.851394 0.000236 1.654781 
0.000000 50.000000 17.750434 0.000231 1.668641 
0.000000 51.000000 17.686574 0.000224 1.684552 
0.000000 52.000000 17.735165 0.000215 1.686494 
0.000000 53.000000 17.801911 0.000207 1.678109 
0.000000 54.000000 17.820387 0.000205 1.670566 
0.000000 55.000000 17.778503 0.000206 1.670694 
0.000000 56.000000 17.784377 0.000205 1.663786 
0.000000 57.000000 17.925845 0.000196 1.636785 
0.000000 58.000000 18.150194 0.000182 1.596264 
0.000000 59.000000 18.286629 0.000174 1.569232 
0.000000 60.000000 18.247264 0.000175 1.573164 
0.000000 61.000000 18.111180 0.000184 1.598613 
0.000000 62.000000 18.056619 0.000190 1.613152 
0.000000 63.000000 18.126735 0.000188 1.604225 
0.000000 64.000000 18.207007 0.000183 1.590733 
0.000000 65.000000 18.151698 0.000182 1.596985 
0.000000 66.000000 17.994344 0.000186 1.620384 
0.000000 67.000000 17.859591 0.000191 1.642867 
0.000000 68.000000 17.826526 0.000193 1.653753 
0.000000 69.000000 17.779828 0.000196 1.664161 
0.000000 70.000000 17.688250 0.000199 1.675223 
0.000000 71.000000 17.601559 0.000202 1.684578 
0.000000 72.000000 17.545103 0.000204 1.691701 
0.000000 73.000000 17.555845 0.000204 1.690880 
0.000000 74.000000 17.647398 0.000205 1.674997 
0.000000 75.000000 17.772537 0.000207 1.652194 
0.000000 76.000000 17.814382 0.000214 1.643436 
0.000000 77.000000 17.748426 0.000226 1.651273 
0.000000 78.000000 17.657840 0.000240 1.662155 
0.000000 79.000000 17.567791 0.000257 1.669878 
0.000000 80.000000 17.469280 0.000276 1.682743 
0.000000 81.000000 17.370516 0.000294 1.703824 
0.000000 82.000000 17.284902 0.000305 1.723363 
0.000000 83.000000 17.217431 0.000308 1.731327 
0.000000 84.000000 17.227617 0.000300 1.719618 
0.000000 85.000000 17.315970 0.000284 1.695968 
0.000000 86.000000 17.428987 0.000270 1.674662 
0.000000 87.000000 17.483477 0.000262 1.672457 
0.000000 88.000000 17.442993 0.000259 1.691436 
0.000000 89.000000 17.380861 0.000256 1.712932 
0.000000 90.000000 17.390056 0.000249 1.715733 
0.000000 91.000000 17.528618 0.000238 1.692040 
0.000000 92.000000 17.674660 0.000230 1.665611 
0.000000 93.000000 17.724640 0.000227 1.654669 
0.000000 94.000000 17.690669 0.000226 1.660410 
0.000000 95.000000 17.609445 0.000229 1.678964 
0.000000 96.000000 17.528328 0.000236 1.697258 
0.000000 97.000000 17.498832 0.000244 1.704870 
0.000000 98.000000 17.517388 0.000249 1.703785 
0.000000 99.000000 17.515701 0.000252 1.708092 
0.000000 100.000000 17.457642 0.000257 1.724205 
0.000000 101.000000 17.416150 0.000258 1.737967 
0.000000 102.000000 17.444372 0.000253 1.736864 
0.000000 103.000000 17.547212 0.000241 1.720522 
0.000000 104.000000 17.645270 0.000231 1.703091 
0.000000 105.000000 17.676780 0.000227 1.693119 
0.000000 106.000000 17.638604 0.000228 1.690874 
0.000000 107.000000 17.596999 0.000231 1.691600 
0.000000 108.000000 17.577201 0.000232 1.694152 
0.000000 109.000000 17.574143 0.000234 1.700671 
0.000000 110.000000 17.606514 0.000236 1.699086 
0.000000 111.000000 17.638443 0.000237 1.691526 
0.000000 112.000000 17.627226 0.000241 1.686937 
0.000000 113.000000 17.597848 0.000244 1.687007 
0.000000 114.000000 17.604075 0.000245 1.686306 
0.000000 115.000000 17.707690 0.000239 1.673674 
0.000000 116.000000 17.820828 0.000230 1.659686 
0.000000 117.000000 17.866083 0.000222 1.652850 
0.000000 118.000000 17.842957 0.000217 1.655283 
0.000000 119.000000 17.830853 0.000214 1.658881 
0.000000 120.000000 17.866671 0.000211 1.656861 
0.000000 121.000000 17.899355 0.000210 1.652190 
0.000000 122.000000 17.885999 0.000210 1.650564 
0.000000 123.000000 17.824753 0.000211 1.658526 
0.000000 124.000000 17.773283 0.000210 1.668506 
0.000000 125.000000 17.747434 0.000209 1.674799 
0.000000 126.000000 17.727544 0.000208 1.675806 
0.000000 127.000000 17.736535 0.000209 1.670665 
0.000000 128.000000 17.767865 0.000212 1.663480 
0.000000 129.000000 17.802760 0.000217 1.654362 
0.000000 130.000000 17.799595 0.000222 1.648637 
0.000000 131.000000 17.789209 0.000226 1.641871 
0.000000 132.000000 17.786137 0.000228 1.637045 
0.000000 133.000000 17.754127 0.000230 1.643273 
0.000000 134.000000 17.693331 0.000232 1.656701 
0.000000 135.000000 17.649013 0.000231 1.665453 
0.000000 136.000000 17.675081 0.000225 1.659554 
0.000000 137.000000 17.768715 0.000215 1.640411 
0.000000 138.000000 17.866632 0.000205 1.620227 
0.000000 139.000000 17.917766 0.000196 1.610637 
0.000000 140.000000 17.890203 0.000191 1.617125 
0.000000 141.000000 17.863174 0.000187 1.625998 
0.000000 142.000000 17.887969 0.000184 1.622764 
0.000000 143.000000 17.960091 0.000182 1.607435 
0.000000 144.000000 17.968936 0.000186 1.603052 
0.000000 145.000000 17.879668 0.000196 1.618501 
0.000000 146.000000 17.751102 0.000206 1.642979 
0.000000 147.000000 17.717789 0.000207 1.653324 
0.000000 148.000000 17.806217 0.000202 1.643439 
0.000000 149.000000 17.908015 0.000198 1.632511 
0.000000 150.000000 17.968332 0.000198 1.626313 
0.000000 151.000000 17.986069 0.000200 1.622741 
0.000000 152.000000 17.975350 0.000203 1.622595 
0.000000 153.000000 17.964483 0.000206 1.625325 
0.000000 154.000000 17.949580 0.000209 1.630906 
0.000000 155.000000 17.977427 0.000210 1.629273 
0.000000 156.000000 18.009789 0.000208 1.626002 
0.000000 157.000000 17.999744 0.000204 1.629983 
0.000000 158.000000 17.972102 0.000202 1.638851 
0.000000 159.000000 17.985397 0.000201 1.641490 
0.000000 160.000000 18.043331 0.000201 1.633752 
0.000000 161.000000 18.097337 0.000202 1.623356 
0.000000 162.000000 18.084893 0.000204 1.621574 
